Date,series ,OPEN,HIGH,LOW,PREV. CLOSE,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
13-Dec-24,EQ,852.6,862.9,835,853.7,861.9,861.55,851.16,912,600.65,"93,79,370","7,98,33,45,804.15","2,28,551"
12-Dec-24,EQ,861.5,864.3,851.15,861.6,853.4,853.7,854.33,912,600.65,"88,45,103","7,55,66,72,637.10","1,68,059"
11-Dec-24,EQ,867.5,869.85,860.95,867.5,861.8,861.6,864.62,912,600.65,"70,06,973","6,05,83,37,344.15","1,67,495"
10-Dec-24,EQ,861.8,868.95,858.05,858.05,868.3,867.5,863.66,912,600.65,"73,79,849","6,37,37,14,111.45","1,58,185"
09-Dec-24,EQ,859,866.85,856.95,863.65,858.2,858.05,861.15,912,600.65,"96,30,346","8,29,32,12,615.95","1,86,481"
06-Dec-24,EQ,865.25,875.45,857,865.45,862.95,863.65,866.72,912,584.55,"1,45,20,568","12,58,51,97,103.00","4,51,441"
05-Dec-24,EQ,860,871.45,855.6,859.7,864.25,865.45,864.78,912,584.55,"1,47,16,036","12,72,61,61,186.90","2,42,317"
04-Dec-24,EQ,853.95,864,850.3,853.95,858.55,859.7,858.15,912,584.55,"1,07,49,716","9,22,48,75,560.05","2,37,875"
03-Dec-24,EQ,838,856.6,836.9,836.4,853.5,853.95,851.99,912,584.55,"1,21,86,182","10,38,25,22,739.05","2,35,478"
02-Dec-24,EQ,838.95,842,832.7,838.95,837.05,836.4,836.12,912,584.55,"66,51,119","5,56,11,36,354.10","1,81,197"
29-Nov-24,EQ,841.1,844.05,831.55,838.85,838.7,838.95,838.26,912,561.1,"1,08,22,949","9,07,23,92,177.65","1,81,367"
28-Nov-24,EQ,834.1,845.8,830.5,834.1,840.55,838.85,838.8,912,561.1,"1,35,05,677","11,32,86,15,478.85","2,54,541"
27-Nov-24,EQ,838.5,842.5,832.1,839.4,834.85,834.1,836.67,912,561.1,"83,75,108","7,00,72,42,077.95","1,51,032"
26-Nov-24,EQ,844,846.7,835.55,844.45,838.3,839.4,840.11,912,561.1,"88,93,744","7,47,17,04,211.50","1,55,469"
25-Nov-24,EQ,827,849.6,825.65,816.05,845.45,844.45,843.72,912,561.1,"2,34,34,605","19,77,22,51,993.95","3,00,921"
22-Nov-24,EQ,786,819.95,784.05,780.75,814.55,816.05,807.63,912,555.15,"2,06,65,405","16,68,99,34,313.40","3,51,754"
21-Nov-24,EQ,798.5,798.5,761.55,803,780.9,780.75,774.76,912,555.15,"2,94,86,577","22,84,48,78,143.80","5,46,871"
19-Nov-24,EQ,819,820.3,800.1,814.3,802.4,803,809.12,912,555.15,"1,36,77,029","11,06,63,81,236.25","2,49,377"
18-Nov-24,EQ,811,816.7,799.25,804.25,814.15,814.3,809.14,912,555.15,"93,22,451","7,54,31,33,216.15","2,24,651"
14-Nov-24,EQ,808.65,818,801.05,808.65,805.95,804.25,807.42,912,555.15,"94,61,484","7,63,93,90,395.60","2,23,899"
13-Nov-24,EQ,823.35,831.75,804.65,826.7,812.3,808.65,816,912,555.15,"1,37,56,706","11,22,55,33,633.65","2,81,743"
12-Nov-24,EQ,852.5,853.4,824.3,847.65,826.05,826.7,835.44,912,555.15,"1,13,50,729","9,48,28,16,605.05","2,50,017"
11-Nov-24,EQ,846,854,842,843.15,845.95,847.65,848.56,912,555.15,"1,26,21,337","10,70,99,37,374.20","2,63,092"
08-Nov-24,EQ,859.6,863.5,834.2,859.6,841.1,843.15,847.86,912,555.15,"2,61,39,105","22,16,24,07,955.75","4,49,937"
07-Nov-24,EQ,861,862.4,846.7,854.8,858.35,859.6,855.61,912,555.15,"1,52,83,847","13,07,70,81,939.55","2,22,825"
06-Nov-24,EQ,849.2,861.4,846.2,849.2,855.85,854.8,855.57,912,555.15,"1,50,02,433","12,83,55,57,918.45","2,54,740"
05-Nov-24,EQ,829.85,851.4,826.25,829.85,847.85,849.2,840.67,912,555.15,"2,62,54,561","22,07,14,34,410.80","4,25,258"
04-Nov-24,EQ,822.7,837.5,807.1,821.2,830.25,829.85,821.64,912,555.15,"1,44,98,161","11,91,23,19,813.75","2,51,372"
01-Nov-24,EQ,822.4,825.6,818.9,820.2,821.95,821.2,822.73,912,555.15,"16,37,141","1,34,69,29,440.80","49,950"
31-Oct-24,EQ,820,828,813.55,822.45,821.1,820.2,819.5,912,555.15,"1,34,02,324","10,98,31,82,912.90","2,01,887"
30-Oct-24,EQ,828,833,821.05,832.7,823.55,822.45,826.52,912,555.15,"1,59,77,682","13,20,59,42,901.50","2,16,063"
29-Oct-24,EQ,796,834.85,790.5,792.05,832.05,832.7,815.53,912,555.15,"2,82,74,791","23,05,88,40,172.45","5,30,275"
28-Oct-24,EQ,783.8,803.95,783.55,780.95,793.05,792.05,795.07,912,555.15,"1,37,57,251","10,93,79,25,921.65","3,01,023"
25-Oct-24,EQ,798,800.75,772,794.55,782.85,780.95,782.04,912,543.2,"97,17,125","7,59,91,89,822.90","2,60,505"
24-Oct-24,EQ,786.05,797,784.65,786,795,794.55,792.63,912,543.2,"56,07,500","4,44,46,63,312.50","1,33,769"
23-Oct-24,EQ,790,792.6,779.8,790.4,785.2,786,786.04,912,543.2,"1,38,66,198","10,89,94,24,425.00","2,50,789"
22-Oct-24,EQ,814,816.85,787.5,813.95,789.75,790.4,799.45,912,543.2,"1,66,45,356","13,30,71,44,297.60","3,44,400"
21-Oct-24,EQ,824.7,826.45,809,820.4,813,813.95,815.24,912,543.2,"1,03,59,618","8,44,55,28,708.75","2,22,340"
18-Oct-24,EQ,811.1,822.6,802.9,811.05,819.95,820.4,815.6,912,543.2,"1,17,04,698","9,54,63,86,592.90","2,28,379"
17-Oct-24,EQ,809.5,819.5,806,805.45,811.3,811.05,812.93,912,543.2,"1,85,80,553","15,10,46,84,368.50","2,52,352"
16-Oct-24,EQ,802.8,809,802.05,804.65,805.9,805.45,805.74,912,543.2,"64,94,240","5,23,26,80,725.80","1,34,895"
15-Oct-24,EQ,805.5,807.5,801.6,805.15,805,804.65,804.8,912,543.2,"62,52,104","5,03,17,18,258.10","1,16,721"
14-Oct-24,EQ,802,809.25,800.8,799.75,804.35,805.15,804.89,912,543.2,"89,67,564","7,21,79,24,843.80","1,87,072"
11-Oct-24,EQ,797.2,802.7,793,797.1,799,799.75,796.96,912,543.2,"1,43,22,720","11,41,46,20,098.50","1,88,510"
10-Oct-24,EQ,799,804.45,795,797.4,797,797.1,799.19,912,543.2,"1,02,41,015","8,18,45,02,967.70","2,08,285"
09-Oct-24,EQ,786.7,804.35,782.05,781.45,795.8,797.4,796.77,912,543.2,"1,87,58,697","14,94,62,96,986.35","3,13,365"
08-Oct-24,EQ,772.25,784.4,772.25,770.65,781,781.45,779.95,912,543.2,"85,60,960","6,67,70,95,737.45","2,16,893"
07-Oct-24,EQ,800,804,765.4,796.65,774,770.65,779.47,912,543.2,"2,42,67,990","18,91,60,63,402.30","4,29,825"
04-Oct-24,EQ,792,809.85,785.25,794.1,797.25,796.65,798.23,912,543.2,"2,00,97,454","16,04,24,68,814.10","2,87,081"
03-Oct-24,EQ,789.9,804,784.3,796.95,793,794.1,793.84,912,543.2,"1,59,44,135","12,65,70,16,578.30","2,59,077"
01-Oct-24,EQ,788,800.35,788,787.9,795.5,796.95,796.12,912,543.2,"1,32,80,535","10,57,29,65,170.25","2,19,272"
30-Sep-24,EQ,801.9,802.6,786.45,802.65,788,787.9,791.89,912,543.2,"1,54,84,573","12,26,21,30,516.90","2,57,965"
27-Sep-24,EQ,801.85,808,798.45,801.85,802.3,802.65,803.39,912,543.2,"1,51,93,681","12,20,64,36,482.05","2,31,524"
26-Sep-24,EQ,796,803,791.6,793.1,802,801.85,796.93,912,543.2,"2,31,98,842","18,48,78,42,395.85","2,40,672"
25-Sep-24,EQ,797.9,798,788.7,798.25,793.15,793.1,792.31,912,543.2,"1,84,65,571","14,63,04,27,178.90","2,22,586"
