Date,series ,OPEN,HIGH,LOW,PREV. CLOSE,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
29-Aug-24,EQ,567.95,575,548.5,567.95,562.25,561.5,558.4,632.7,374.5,"14,14,580","78,99,07,987.15","33,636"
28-Aug-24,EQ,550,576,547,548.85,566.95,567.95,562.37,632.7,374.5,"21,99,296","1,23,68,17,940.85","49,334"
27-Aug-24,EQ,549.85,555.5,546.8,547.1,547,548.85,550.07,632.7,374.5,"4,82,197","26,52,41,795.40","22,553"
26-Aug-24,EQ,553.35,560,544,548.35,549,547.1,549.69,632.7,374.5,"15,83,358","87,03,61,951.65","57,291"
23-Aug-24,EQ,554.05,560.8,547,552.8,548,548.35,552.36,632.7,374.5,"9,77,115","53,97,23,712.60","39,579"
22-Aug-24,EQ,555,559.5,551.05,552.1,553.8,552.8,554.75,632.7,374.5,"13,16,796","73,04,93,886.00","42,951"
21-Aug-24,EQ,560.95,560.95,551,558.5,554.7,552.1,553.35,632.7,374.5,"11,11,375","61,49,79,258.70","25,853"
20-Aug-24,EQ,550.05,565,550.05,550,557.95,558.5,558.51,632.7,374.5,"6,38,652","35,66,96,703.45","30,197"
19-Aug-24,EQ,554.5,560.2,546.95,550.15,548.05,550,553.57,632.7,374.5,"8,44,726","46,76,13,270.60","29,099"
16-Aug-24,EQ,546,562.45,545,550.35,549.55,550.15,554.75,632.7,374.5,"7,34,213","40,73,01,716.00","29,899"
14-Aug-24,EQ,551,560,531.05,550.3,546.5,550.35,545.16,632.7,374.5,"22,63,553","1,23,40,09,208.70","98,324"
13-Aug-24,EQ,562,566,547.3,558.35,550.65,550.3,554.19,632.7,374.5,"10,52,887","58,35,04,523.40","37,650"
12-Aug-24,EQ,576.95,581.6,556,577.75,556.9,558.35,566.8,632.7,374.5,"12,59,415","71,38,36,613.75","39,964"
09-Aug-24,EQ,562.5,579,553,555.7,577.7,577.75,568.52,632.7,343.35,"14,38,148","81,76,12,816.50","53,179"
08-Aug-24,EQ,569,570,553.05,569.55,555,555.7,560.54,632.7,343.35,"8,23,836","46,17,91,838.10","30,608"
07-Aug-24,EQ,569,572.4,559,565.4,568,569.55,567.58,632.7,343.35,"12,69,029","72,02,69,923.50","37,818"
06-Aug-24,EQ,575.05,588.35,558,581,558,565.4,567.84,632.7,343.35,"18,21,803","1,03,44,83,658.20","72,454"
05-Aug-24,EQ,578.9,585.8,565,595.95,573.1,581,574.97,632.7,343.35,"26,07,067","1,49,89,81,952.30","81,463"
02-Aug-24,EQ,591,597.8,581.5,595.65,595.25,595.95,591.3,632.7,335.6,"13,61,169","80,48,62,600.50","37,395"
01-Aug-24,EQ,605.05,613.2,590,608.8,596.5,595.65,602.99,632.7,335.6,"13,50,860","81,45,50,381.20","52,186"
31-Jul-24,EQ,600,610.9,593.35,601.15,607.5,608.8,603.74,632.7,335.6,"18,27,727","1,10,34,76,690.75","51,588"
30-Jul-24,EQ,594.5,604.5,587.25,587.25,600,601.15,596.39,632.7,335.6,"25,07,716","1,49,55,71,745.20","50,213"
29-Jul-24,EQ,589,599.9,583.5,581.45,586.9,587.25,592.31,632.7,335.6,"28,11,831","1,66,54,65,272.05","72,654"
26-Jul-24,EQ,570,585,567.25,567.65,577.55,581.45,577.98,632.7,325.1,"18,44,637","1,06,61,56,617.70","49,570"
25-Jul-24,EQ,566,570.9,561,569.6,566.25,567.65,566.79,632.7,325.1,"7,70,119","43,64,94,670.85","35,425"
24-Jul-24,EQ,554.95,578.75,552.4,552.4,568.5,569.6,567.08,632.7,325.1,"23,95,942","1,35,86,90,659.50","64,262"
23-Jul-24,EQ,574.95,576.4,546.75,569.5,552.85,552.4,559.59,632.7,325.1,"15,88,838","88,90,96,704.55","62,217"
22-Jul-24,EQ,560.05,576.5,554,561.15,569.45,569.5,569.21,632.7,325.1,"9,95,267","56,65,12,212.25","34,584"
19-Jul-24,EQ,569,571.4,554.1,568.55,559.3,561.15,560.9,632.7,320.85,"12,33,734","69,19,96,876.85","40,795"
18-Jul-24,EQ,587.4,588.1,566,587.4,567,568.55,575.75,632.7,320.85,"21,98,694","1,26,58,97,009.35","58,534"
16-Jul-24,EQ,578.65,597,573.2,578.65,585,587.4,587.87,632.7,320.85,"32,94,297","1,93,66,04,590.65","77,747"
15-Jul-24,EQ,569,584.5,555.75,558.75,578.5,578.65,572.51,632.7,320.85,"32,17,689","1,84,21,74,651.40","68,926"
12-Jul-24,EQ,550,560,543.9,550.35,559,558.75,556.32,632.7,306.85,"13,87,907","77,21,13,504.30","45,264"
11-Jul-24,EQ,548.5,554.9,543,543,551.15,550.35,550.27,632.7,306.85,"12,02,130","66,14,97,704.10","30,334"
10-Jul-24,EQ,536,545.05,536,541.7,543,543,542.22,632.7,306.85,"17,91,622","97,14,50,420.90","52,118"
09-Jul-24,EQ,527,545.2,525.55,526.5,539,541.7,539.12,632.7,306.85,"17,78,493","95,88,20,663.95","42,539"
08-Jul-24,EQ,538.85,540,524.8,538.85,526.1,526.5,531.61,632.7,306.85,"17,29,642","91,94,98,523.35","33,390"
05-Jul-24,EQ,542,543.9,535,541.55,536.3,538.85,537.26,632.7,293.6,"11,59,426","62,29,17,060.10","32,560"
04-Jul-24,EQ,539.9,545,531.5,536.1,541.5,541.55,537.86,632.7,293.6,"7,71,114","41,47,51,370.20","19,697"
03-Jul-24,EQ,539.05,540.1,532.75,537.75,535.55,536.1,536.05,632.7,293.6,"8,36,258","44,82,79,918.15","30,303"
